AGENT;ID;AGE;SEXE;AGE4T;PROF;RS4;HABITAT;Revenu;CP;POI  DS;PROF;RS4;probinf;probsup
AG1953;51945;66;Homme;>= 60 ans;Retraite;Non;Appartement;7;46090;1,163892;8;0;0.2;0.96
AG2020;54024;65;Homme;>= 60 ans;Retraite;Non;Appartement;7;14100;0,939013;8;0;0.2;0.96
AG2186;60493;73;Homme;>= 60 ans;Retraite;Non;Appartement;7;17000;0,988619;8;0;0.2;0.96
AG6;118;72;Homme;>= 60 ans;Retraite;Non;Maison;7;78360;1,0687;8;2;0.2;0.96
AG13;284;69;Homme;>= 60 ans;Retraite;Non;Maison;7;70400;0,977134;8;2;0.2;0.96
AG14;284;69;Homme;>= 60 ans;Retraite;Non;Maison;7;70400;0,977134;8;2;0.2;0.96
AG23;399;79;Homme;>= 60 ans;Retraite;Non;Maison;6;12200;1,163892;8;2;0.2;0.96
AG24;399;79;Homme;>= 60 ans;Retraite;Non;Maison;6;12200;1,163892;8;2;0.2;0.96
AG27;448;73;Homme;>= 60 ans;Retraite;Non;Maison;5;88370;1,12506;8;2;0.2;0.96
AG28;448;73;Homme;>= 60 ans;Retraite;Non;Maison;5;88370;1,12506;8;1;0.2;0.96
AG30;497;76;Homme;>= 60 ans;Retraite;Non;Maison;5;40360;1,163892;8;2;0.2;0.96
AG33;511;65;Homme;>= 60 ans;Retraite;Non;Maison;6;88360;0,977134;8;2;0.2;0.96
AG35;639;72;Homme;>= 60 ans;Retraite;Non;Maison;7;27920;1,12506;8;2;0.2;0.96
AG36;639;72;Homme;>= 60 ans;Retraite;Non;Maison;7;27920;1,12506;8;2;0.2;0.96
AG39;743;74;Homme;>= 60 ans;Retraite;Non;Maison;7;94230;1,0687;8;2;0.2;0.96
AG46;1011;74;Homme;>= 60 ans;Retraite;Non;Maison;5;31440;1,163892;8;2;0.2;0.96
AG74;1984;81;Homme;>= 60 ans;Retraite;Non;Maison;7;37540;0,988619;8;2;0.2;0.96
AG84;2165;68;Homme;>= 60 ans;Retraite;Non;Maison;2;82700;1,163892;8;2;0.2;0.96
AG85;2165;68;Homme;>= 60 ans;Retraite;Non;Maison;2;82700;1,163892;8;2;0.2;0.96
AG90;2190;69;Homme;>= 60 ans;Retraite;Non;Maison;5;80130;0,977134;8;2;0.2;0.96
AG91;2190;69;Homme;>= 60 ans;Retraite;Non;Maison;5;80130;0,977134;8;1;0.2;0.96
AG96;2480;71;Homme;>= 60 ans;Retraite;Non;Maison;6;13010;0,967152;8;2;0.2;0.96
AG97;2480;71;Homme;>= 60 ans;Retraite;Non;Maison;6;13010;0,967152;8;2;0.2;0.96
AG105;2566;76;Homme;>= 60 ans;Retraite;Non;Maison;5;13940;0,967152;8;2;0.2;0.96
AG139;3365;62;Homme;>= 60 ans;Retraite;Non;Maison;7;81160;0,971423;8;2;0.2;0.96
AG140;3365;62;Homme;>= 60 ans;Retraite;Non;Maison;7;81160;0,971423;8;2;0.2;0.96
AG141;3365;62;Homme;>= 60 ans;Retraite;Non;Maison;7;81160;0,971423;8;2;0.2;0.96
AG142;3461;82;Homme;>= 60 ans;Retraite;Non;Maison;6;61700;0,977134;8;2;0.2;0.96
AG144;3477;74;Homme;>= 60 ans;Retraite;Non;Maison;6;23000;0,977134;8;2;0.2;0.96
AG154;3780;70;Homme;>= 60 ans;Retraite;Non;Maison;9;6650;0,967152;8;2;0.2;0.96
AG155;3780;70;Homme;>= 60 ans;Retraite;Non;Maison;9;6650;0,967152;8;2;0.2;0.96
AG159;3899;75;Homme;>= 60 ans;Retraite;Non;Maison;8;30430;1,13862;8;2;0.2;0.96
AG168;4016;63;Homme;>= 60 ans;Retraite;Non;Maison;8;38410;0,939013;8;2;0.2;0.96
AG175;4090;66;Homme;>= 60 ans;Retraite;Non;Maison;7;37600;1,010861;8;1;0.2;0.96
AG186;4260;70;Homme;>= 60 ans;Retraite;Non;Maison;9;56640;1,010861;8;2;0.2;0.96
AG187;4260;70;Homme;>= 60 ans;Retraite;Non;Maison;9;56640;1,010861;8;2;0.2;0.96
AG195;4425;63;Homme;>= 60 ans;Retraite;Non;Maison;4;86000;0,988619;8;2;0.2;0.96
AG196;4425;63;Homme;>= 60 ans;Retraite;Non;Maison;4;86000;0,988619;8;2;0.2;0.96
AG202;4648;65;Homme;>= 60 ans;Retraite;Non;Maison;6;44380;0,988619;8;2;0.2;0.96
AG207;4693;67;Homme;>= 60 ans;Retraite;Non;Maison;4;84110;1,163892;8;2;0.2;0.96
AG208;4753;62;Homme;>= 60 ans;Retraite;Non;Maison;5;95100;1,0687;8;2;0.2;0.96
AG209;4753;62;Homme;>= 60 ans;Retraite;Non;Maison;5;95100;1,0687;8;1;0.2;0.96
AG210;4753;62;Homme;>= 60 ans;Retraite;Non;Maison;5;95100;1,0687;8;2;0.2;0.96
AG222;5016;72;Homme;>= 60 ans;Retraite;Non;Maison;6;33000;0,988619;8;2;0.2;0.96
AG224;5239;77;Homme;>= 60 ans;Retraite;Non;Maison;6;69310;0,955635;8;2;0.2;0.96
AG234;5389;66;Homme;>= 60 ans;Retraite;Non;Maison;5;67600;1,12506;8;2;0.2;0.96
AG241;5625;74;Homme;>= 60 ans;Retraite;Non;Maison;6;12490;1,163892;8;2;0.2;0.96
AG242;5805;65;Homme;>= 60 ans;Retraite;Non;Maison;4;44420;1,010861;8;2;0.2;0.96
AG243;5805;65;Homme;>= 60 ans;Retraite;Non;Maison;4;44420;1,010861;8;2;0.2;0.96
AG250;5904;77;Homme;>= 60 ans;Retraite;Non;Maison;8;83340;0,988911;8;2;0.2;0.96
AG251;5952;77;Homme;>= 60 ans;Retraite;Non;Maison;7;84330;1,163892;8;2;0.2;0.96
AG252;5952;77;Homme;>= 60 ans;Retraite;Non;Maison;7;84330;1,163892;8;2;0.2;0.96
AG253;5955;78;Homme;>= 60 ans;Retraite;Non;Maison;7;82340;1,163892;8;1;0.2;0.96
AG254;5955;78;Homme;>= 60 ans;Retraite;Non;Maison;7;82340;1,163892;8;1;0.2;0.96
AG263;6116;70;Homme;>= 60 ans;Retraite;Non;Maison;8;40390;1,163892;8;2;0.2;0.96
AG267;6254;72;Homme;>= 60 ans;Retraite;Non;Maison;6;3500;0,977134;8;1;0.2;0.96
AG277;6535;63;Homme;>= 60 ans;Retraite;Non;Maison;5;62570;0,939013;8;2;0.2;0.96
AG278;6535;63;Homme;>= 60 ans;Retraite;Non;Maison;5;62570;0,939013;8;2;0.2;0.96
AG287;6595;68;Homme;>= 60 ans;Retraite;Non;Maison;7;57220;1,12506;8;2;0.2;0.96
AG290;6605;64;Homme;>= 60 ans;Retraite;Non;Maison;6;91550;1,0687;8;2;0.2;0.96
AG291;6605;64;Homme;>= 60 ans;Retraite;Non;Maison;6;91550;1,0687;8;2;0.2;0.96
AG293;6610;73;Homme;>= 60 ans;Retraite;Non;Maison;6;19230;1,12506;8;2;0.2;0.96
AG303;7110;78;Homme;>= 60 ans;Retraite;Non;Maison;7;66100;0,967152;8;1;0.2;0.96
AG304;7157;64;Homme;>= 60 ans;Retraite;Non;Maison;6;14000;0,955635;8;1;0.2;0.96
AG311;7269;72;Homme;>= 60 ans;Retraite;Non;Maison;7;33570;1,163892;8;2;0.2;0.96
AG317;7479;69;Homme;>= 60 ans;Retraite;Non;Maison;2;1300;0,977134;8;2;0.2;0.96
AG318;7479;69;Homme;>= 60 ans;Retraite;Non;Maison;2;1300;0,977134;8;2;0.2;0.96
AG323;7636;68;Homme;>= 60 ans;Retraite;Non;Maison;5;40460;1,163892;8;2;0.2;0.96
AG333;7758;78;Homme;>= 60 ans;Retraite;Non;Maison;7;58140;1,12506;8;2;0.2;0.96
AG334;7823;66;Homme;>= 60 ans;Retraite;Non;Maison;6;14430;1,12506;8;2;0.2;0.96
AG335;7823;66;Homme;>= 60 ans;Retraite;Non;Maison;6;14430;1,12506;8;2;0.2;0.96
AG337;7860;77;Homme;>= 60 ans;Retraite;Non;Maison;9;11210;0,988911;8;2;0.2;0.96
AG344;8031;66;Homme;>= 60 ans;Retraite;Non;Maison;4;70300;0,977134;8;2;0.2;0.96
AG346;8147;68;Homme;>= 60 ans;Retraite;Non;Maison;9;78700;1,0687;8;2;0.2;0.96
AG351;8219;69;Homme;>= 60 ans;Retraite;Non;Maison;7;59560;0,955635;8;1;0.2;0.96
AG355;8640;66;Homme;>= 60 ans;Retraite;Non;Maison;5;31470;1,010861;8;2;0.2;0.96
AG356;8640;66;Homme;>= 60 ans;Retraite;Non;Maison;5;31470;1,010861;8;2;0.2;0.96
AG357;8640;66;Homme;>= 60 ans;Retraite;Non;Maison;5;31470;1,010861;8;2;0.2;0.96
AG393;9242;73;Homme;>= 60 ans;Retraite;Non;Maison;6;46110;1,010861;8;1;0.2;0.96
AG394;9242;73;Homme;>= 60 ans;Retraite;Non;Maison;6;46110;1,010861;8;2;0.2;0.96
AG397;9282;68;Homme;>= 60 ans;Retraite;Non;Maison;4;63230;1,12506;8;1;0.2;0.96
AG398;9283;66;Homme;>= 60 ans;Retraite;Non;Maison;5;54700;0,939013;8;1;0.2;0.96
AG399;9283;66;Homme;>= 60 ans;Retraite;Non;Maison;5;54700;0,939013;8;2;0.2;0.96
AG401;9391;72;Homme;>= 60 ans;Retraite;Non;Maison;7;77220;0,977134;8;2;0.2;0.96
AG409;9520;77;Homme;>= 60 ans;Retraite;Non;Maison;5;45200;0,939013;8;2;0.2;0.96
AG424;9775;71;Homme;>= 60 ans;Retraite;Non;Maison;6;17290;1,163892;8;1;0.2;0.96
AG428;9873;66;Homme;>= 60 ans;Retraite;Non;Maison;5;83200;0,967152;8;2;0.2;0.96
AG432;9909;74;Homme;>= 60 ans;Retraite;Non;Maison;7;17220;0,988619;8;2;0.2;0.96
AG434;9939;66;Homme;>= 60 ans;Retraite;Non;Maison;8;47360;1,163892;8;2;0.2;0.96
AG435;9947;68;Homme;>= 60 ans;Retraite;Non;Maison;5;51240;1,12506;8;2;0.2;0.96
AG436;9947;68;Homme;>= 60 ans;Retraite;Non;Maison;5;51240;1,12506;8;2;0.2;0.96
AG449;10144;64;Homme;>= 60 ans;Retraite;Non;Maison;9;27160;1,12506;8;2;0.2;0.96
AG450;10144;64;Homme;>= 60 ans;Retraite;Non;Maison;9;27160;1,12506;8;2;0.2;0.96
AG454;10192;78;Homme;>= 60 ans;Retraite;Non;Maison;9;44250;0,971423;8;2;0.2;0.96
AG455;10205;73;Homme;>= 60 ans;Retraite;Non;Maison;5;72200;1,010861;8;2;0.2;0.96
AG466;10435;82;Homme;>= 60 ans;Retraite;Non;Maison;6;76120;0,955635;8;1;0.2;0.96
AG470;10524;81;Homme;>= 60 ans;Retraite;Non;Maison;5;78650;0,977134;8;2;0.2;0.96
AG471;10524;81;Homme;>= 60 ans;Retraite;Non;Maison;5;78650;0,977134;8;2;0.2;0.96
AG476;10637;82;Homme;>= 60 ans;Retraite;Non;Maison;7;50300;1,010861;8;2;0.2;0.96
AG481;10687;75;Homme;>= 60 ans;Retraite;Non;Maison;3;59267;0,939013;8;1;0.2;0.96
AG482;10710;76;Homme;>= 60 ans;Retraite;Non;Maison;5;48160;1,163892;8;2;0.2;0.96
AG483;10710;76;Homme;>= 60 ans;Retraite;Non;Maison;5;48160;1,163892;8;2;0.2;0.96
AG489;10871;69;Homme;>= 60 ans;Retraite;Non;Maison;5;57970;0,955635;8;2;0.2;0.96
AG490;10871;69;Homme;>= 60 ans;Retraite;Non;Maison;5;57970;0,955635;8;2;0.2;0.96
AG516;11482;67;Homme;>= 60 ans;Retraite;Non;Maison;3;44400;0,988619;8;2;0.2;0.96
AG544;12215;74;Homme;>= 60 ans;Retraite;Non;Maison;8;78440;1,12506;8;2;0.2;0.96
AG545;12215;74;Homme;>= 60 ans;Retraite;Non;Maison;8;78440;1,12506;8;2;0.2;0.96
AG546;12215;74;Homme;>= 60 ans;Retraite;Non;Maison;8;78440;1,12506;8;2;0.2;0.96
AG570;12955;63;Homme;>= 60 ans;Retraite;Non;Maison;7;85340;0,971423;8;2;0.2;0.96
AG574;13040;73;Homme;>= 60 ans;Retraite;Non;Maison;7;34170;0,967152;8;0;0.2;0.96
AG577;13077;70;Homme;>= 60 ans;Retraite;Non;Maison;7;77177;1,0687;8;0;0.2;0.96
AG578;13077;70;Homme;>= 60 ans;Retraite;Non;Maison;7;77177;1,0687;8;0;0.2;0.96
AG582;13191;65;Homme;>= 60 ans;Retraite;Non;Maison;7;33930;1,163892;8;0;0.2;0.96
AG591;13460;64;Homme;>= 60 ans;Retraite;Non;Maison;8;33590;1,163892;8;0;0.2;0.96
AG612;13906;76;Homme;>= 60 ans;Retraite;Non;Maison;7;77200;1,0687;8;0;0.2;0.96
AG624;14338;69;Homme;>= 60 ans;Retraite;Non;Maison;6;86130;1,163892;8;0;0.2;0.96
AG627;14403;71;Homme;>= 60 ans;Retraite;Non;Maison;7;64330;1,163892;8;0;0.2;0.96
AG628;14403;71;Homme;>= 60 ans;Retraite;Non;Maison;7;64330;1,163892;8;0;0.2;0.96
AG663;15826;69;Homme;>= 60 ans;Retraite;Non;Maison;5;47470;1,163892;8;0;0.2;0.96
AG717;17894;68;Homme;>= 60 ans;Retraite;Non;Maison;8;35133;0,971423;8;0;0.2;0.96
AG731;18324;66;Homme;>= 60 ans;Retraite;Non;Maison;5;91300;1,0687;8;0;0.2;0.96
AG738;18568;74;Homme;>= 60 ans;Retraite;Non;Maison;6;69780;0,977134;8;0;0.2;0.96
AG740;18582;61;Homme;>= 60 ans;Retraite;Non;Maison;4;35300;0,971423;8;0;0.2;0.96
AG744;18648;62;Homme;>= 60 ans;Retraite;Non;Maison;7;33990;1,163892;8;0;0.2;0.96
AG780;19777;74;Homme;>= 60 ans;Retraite;Non;Maison;5;42000;0,955635;8;0;0.2;0.96
AG781;19849;68;Homme;>= 60 ans;Retraite;Non;Maison;4;33340;1,163892;8;0;0.2;0.96
AG782;19849;68;Homme;>= 60 ans;Retraite;Non;Maison;4;33340;1,163892;8;0;0.2;0.96
AG783;19852;84;Homme;>= 60 ans;Retraite;Non;Maison;4;49280;0,971423;8;0;0.2;0.96
AG784;19852;84;Homme;>= 60 ans;Retraite;Non;Maison;4;49280;0,971423;8;0;0.2;0.96
AG798;20067;74;Homme;>= 60 ans;Retraite;Non;Maison;6;90300;0,939013;8;0;0.2;0.96
AG811;20211;79;Homme;>= 60 ans;Retraite;Non;Maison;6;30430;1,13862;8;0;0.2;0.96
AG812;20211;79;Homme;>= 60 ans;Retraite;Non;Maison;6;30430;1,13862;8;0;0.2;0.96
AG821;20345;62;Homme;>= 60 ans;Retraite;Non;Maison;7;29800;1,163892;8;0;0.2;0.96
AG824;20370;71;Homme;>= 60 ans;Retraite;Non;Maison;6;30200;1,13862;8;0;0.2;0.96
AG840;20659;66;Homme;>= 60 ans;Retraite;Non;Maison;9;62000;0,939013;8;0;0.2;0.96
AG841;20677;70;Homme;>= 60 ans;Retraite;Non;Maison;7;16410;1,163892;8;0;0.2;0.96
AG842;20677;70;Homme;>= 60 ans;Retraite;Non;Maison;7;16410;1,163892;8;0;0.2;0.96
AG844;20688;68;Homme;>= 60 ans;Retraite;Non;Maison;5;66670;0,988911;8;0;0.2;0.96
AG845;20688;68;Homme;>= 60 ans;Retraite;Non;Maison;5;66670;0,988911;8;0;0.2;0.96
AG846;20688;68;Homme;>= 60 ans;Retraite;Non;Maison;5;66670;0,988911;8;0;0.2;0.96
AG859;20819;66;Homme;>= 60 ans;Retraite;Non;Maison;7;77186;1,0687;8;0;0.2;0.96
AG863;20963;63;Homme;>= 60 ans;Retraite;Non;Maison;5;85000;0,971423;8;0;0.2;0.96
AG888;21621;78;Homme;>= 60 ans;Retraite;Non;Maison;7;22430;1,010861;8;0;0.2;0.96
AG889;21621;78;Homme;>= 60 ans;Retraite;Non;Maison;7;22430;1,010861;8;0;0.2;0.96
AG891;21643;72;Homme;>= 60 ans;Retraite;Non;Maison;8;31870;1,010861;8;0;0.2;0.96
AG892;21647;80;Homme;>= 60 ans;Retraite;Non;Maison;6;13011;0,967152;8;0;0.2;0.96
AG944;22832;76;Homme;>= 60 ans;Retraite;Non;Maison;8;87600;1,12506;8;0;0.2;0.96
AG945;22832;76;Homme;>= 60 ans;Retraite;Non;Maison;8;87600;1,12506;8;0;0.2;0.96
AG956;22975;77;Homme;>= 60 ans;Retraite;Non;Maison;6;25700;0,955635;8;0;0.2;0.96
AG971;23506;64;Homme;>= 60 ans;Retraite;Non;Maison;8;83000;0,967152;8;0;0.2;0.96
AG972;23506;64;Homme;>= 60 ans;Retraite;Non;Maison;8;83000;0,967152;8;0;0.2;0.96
AG984;23800;73;Homme;>= 60 ans;Retraite;Non;Maison;8;74110;0,977134;8;0;0.2;0.96
AG986;23813;65;Homme;>= 60 ans;Retraite;Non;Maison;5;38280;1,12506;8;0;0.2;0.96
AG987;23813;65;Homme;>= 60 ans;Retraite;Non;Maison;5;38280;1,12506;8;0;0.2;0.96
AG993;23908;69;Homme;>= 60 ans;Retraite;Non;Maison;8;31190;1,010861;8;0;0.2;0.96
AG1004;24197;69;Homme;>= 60 ans;Retraite;Non;Maison;7;14610;0,977134;8;0;0.2;0.96
AG1019;24782;67;Homme;>= 60 ans;Retraite;Non;Maison;7;54720;0,939013;8;0;0.2;0.96
AG1020;24782;67;Homme;>= 60 ans;Retraite;Non;Maison;7;54720;0,939013;8;0;0.2;0.96
AG1026;24899;74;Homme;>= 60 ans;Retraite;Non;Maison;6;61370;1,12506;8;0;0.2;0.96
AG1027;24899;74;Homme;>= 60 ans;Retraite;Non;Maison;6;61370;1,12506;8;0;0.2;0.96
AG1060;25772;75;Homme;>= 60 ans;Retraite;Non;Maison;8;30000;0,967152;8;0;0.2;0.96
AG1125;27781;72;Homme;>= 60 ans;Retraite;Non;Maison;5;7260;0,971423;8;0;0.2;0.96
AG1126;27782;65;Homme;>= 60 ans;Retraite;Non;Maison;6;29890;1,010861;8;0;0.2;0.96
AG1130;27857;64;Homme;>= 60 ans;Retraite;Non;Maison;8;6250;0,967152;8;0;0.2;0.96
AG1137;27964;75;Homme;>= 60 ans;Retraite;Non;Maison;8;78700;1,0687;8;0;0.2;0.96
AG1138;27964;75;Homme;>= 60 ans;Retraite;Non;Maison;8;78700;1,0687;8;0;0.2;0.96
AG1139;27964;75;Homme;>= 60 ans;Retraite;Non;Maison;8;78700;1,0687;8;0;0.2;0.96
AG1161;28518;68;Homme;>= 60 ans;Retraite;Non;Maison;7;22000;0,971423;8;0;0.2;0.96
AG1170;28658;70;Homme;>= 60 ans;Retraite;Non;Maison;6;78890;0,977134;8;0;0.2;0.96
AG1176;28789;65;Homme;>= 60 ans;Retraite;Non;Maison;6;72000;0,988619;8;0;0.2;0.96
AG1217;29653;69;Homme;>= 60 ans;Retraite;Non;Maison;6;57635;1,12506;8;0;0.2;0.96
AG1218;29653;69;Homme;>= 60 ans;Retraite;Non;Maison;6;57635;1,12506;8;0;0.2;0.96
AG1223;29833;66;Homme;>= 60 ans;Retraite;Non;Maison;5;38490;0,977134;8;0;0.2;0.96
AG1224;29833;66;Homme;>= 60 ans;Retraite;Non;Maison;5;38490;0,977134;8;0;0.2;0.96
AG1225;29835;74;Homme;>= 60 ans;Retraite;Non;Maison;6;72230;0,988619;8;0;0.2;0.96
AG1226;29853;68;Homme;>= 60 ans;Retraite;Non;Maison;9;76250;0,955635;8;0;0.2;0.96
AG1230;29934;65;Homme;>= 60 ans;Retraite;Non;Maison;4;56300;1,010861;8;0;0.2;0.96
AG1231;29934;65;Homme;>= 60 ans;Retraite;Non;Maison;4;56300;1,010861;8;0;0.2;0.96
AG1240;30082;76;Homme;>= 60 ans;Retraite;Non;Maison;7;89120;1,12506;8;0;0.2;0.96
AG1257;30425;64;Homme;>= 60 ans;Retraite;Non;Maison;7;59282;0,955635;8;0;0.2;0.96
AG1299;31243;67;Homme;>= 60 ans;Retraite;Non;Maison;3;59570;0,977134;8;0;0.2;0.96
AG1300;31243;67;Homme;>= 60 ans;Retraite;Non;Maison;3;59570;0,977134;8;0;0.2;0.96
AG1322;31567;63;Homme;>= 60 ans;Retraite;Non;Maison;4;76290;0,955635;8;0;0.2;0.96
AG1328;32108;72;Homme;>= 60 ans;Retraite;Non;Maison;7;85150;1,163892;8;0;0.2;0.96
AG1371;34000;72;Homme;>= 60 ans;Retraite;Non;Maison;5;28140;1,12506;8;0;0.2;0.96
AG1384;34248;74;Homme;>= 60 ans;Retraite;Non;Maison;7;40090;1,163892;8;0;0.2;0.96
AG1399;34527;68;Homme;>= 60 ans;Retraite;Non;Maison;6;69570;0,955635;8;0;0.2;0.96
AG1404;34701;76;Homme;>= 60 ans;Retraite;Non;Maison;6;15220;1,12506;8;0;0.2;0.96
AG1412;34946;67;Homme;>= 60 ans;Retraite;Non;Maison;6;81330;1,163892;8;0;0.2;0.96
AG1413;34946;67;Homme;>= 60 ans;Retraite;Non;Maison;6;81330;1,163892;8;0;0.2;0.96
AG1414;34946;67;Homme;>= 60 ans;Retraite;Non;Maison;6;81330;1,163892;8;0;0.2;0.96
AG1427;35283;73;Homme;>= 60 ans;Retraite;Non;Maison;7;64410;1,163892;8;0;0.2;0.96
AG1442;35832;65;Homme;>= 60 ans;Retraite;Non;Maison;5;18000;0,971423;8;0;0.2;0.96
AG1450;36246;67;Homme;>= 60 ans;Retraite;Non;Maison;6;34370;0,988911;8;0;0.2;0.96
AG1451;36246;67;Homme;>= 60 ans;Retraite;Non;Maison;6;34370;0,988911;8;0;0.2;0.96
AG1468;36869;69;Homme;>= 60 ans;Retraite;Non;Maison;6;7130;0,988619;8;0;0.2;0.96
AG1480;37055;70;Homme;>= 60 ans;Retraite;Non;Maison;5;44750;1,163892;8;0;0.2;0.96
AG1500;37604;72;Homme;>= 60 ans;Retraite;Non;Maison;7;80420;0,977134;8;0;0.2;0.96
AG1515;38448;68;Homme;>= 60 ans;Retraite;Non;Maison;7;10600;1,12506;8;0;0.2;0.96
AG1516;38448;68;Homme;>= 60 ans;Retraite;Non;Maison;7;10600;1,12506;8;0;0.2;0.96
AG1527;38728;69;Homme;>= 60 ans;Retraite;Non;Maison;6;35250;1,010861;8;0;0.2;0.96
AG1539;39141;70;Homme;>= 60 ans;Retraite;Non;Maison;6;13200;0,95033;8;0;0.2;0.96
AG1551;39405;67;Homme;>= 60 ans;Retraite;Non;Maison;9;13330;0,95033;8;0;0.2;0.96
AG1553;39465;76;Homme;>= 60 ans;Retraite;Non;Maison;6;66480;0,988911;8;0;0.2;0.96
AG1557;39564;66;Homme;>= 60 ans;Retraite;Non;Maison;6;17130;1,010861;8;0;0.2;0.96
AG1558;39564;66;Homme;>= 60 ans;Retraite;Non;Maison;6;17130;1,010861;8;0;0.2;0.96
AG1559;39564;66;Homme;>= 60 ans;Retraite;Non;Maison;6;17130;1,010861;8;0;0.2;0.96
AG1582;40238;70;Homme;>= 60 ans;Retraite;Non;Maison;4;60150;1,12506;8;0;0.2;0.96
AG1658;42000;69;Homme;>= 60 ans;Retraite;Non;Maison;8;40700;1,163892;8;0;0.2;0.96
AG1659;42000;69;Homme;>= 60 ans;Retraite;Non;Maison;8;40700;1,163892;8;0;0.2;0.96
AG1663;42237;72;Homme;>= 60 ans;Retraite;Non;Maison;7;33260;0,971423;8;0;0.2;0.96
AG1666;42300;72;Homme;>= 60 ans;Retraite;Non;Maison;7;85000;0,971423;8;0;0.2;0.96
AG1669;42355;71;Homme;>= 60 ans;Retraite;Non;Maison;5;13122;0,988911;8;0;0.2;0.96
AG1707;43368;72;Homme;>= 60 ans;Retraite;Non;Maison;9;47300;0,971423;8;0;0.2;0.96
AG1708;43368;72;Homme;>= 60 ans;Retraite;Non;Maison;9;47300;0,971423;8;0;0.2;0.96
AG1825;47921;68;Homme;>= 60 ans;Retraite;Non;Maison;7;49190;1,163892;8;0;0.2;0.96
AG1847;48891;66;Homme;>= 60 ans;Retraite;Non;Maison;5;44230;0,988619;8;0;0.2;0.96
AG1850;48931;65;Homme;>= 60 ans;Retraite;Non;Maison;3;2450;1,12506;8;0;0.2;0.96
AG1861;49174;67;Homme;>= 60 ans;Retraite;Non;Maison;5;30740;0,988911;8;0;0.2;0.96
AG1877;49434;62;Homme;>= 60 ans;Retraite;Non;Maison;9;64160;1,163892;8;0;0.2;0.96
AG1896;49923;68;Homme;>= 60 ans;Retraite;Non;Maison;6;17250;1,163892;8;0;0.2;0.96
AG1955;52057;71;Homme;>= 60 ans;Retraite;Non;Maison;5;59155;0,955635;8;0;0.2;0.96
AG2018;53954;68;Homme;>= 60 ans;Retraite;Non;Maison;4;30133;0,967152;8;0;0.2;0.96
AG2034;54564;62;Homme;>= 60 ans;Retraite;Non;Maison;9;53100;1,010861;8;0;0.2;0.96
AG2035;54600;71;Homme;>= 60 ans;Retraite;Non;Maison;4;11300;1,13862;8;0;0.2;0.96
AG2091;56516;64;Homme;>= 60 ans;Retraite;Non;Maison;7;83160;0,967152;8;0;0.2;0.96
AG2092;56516;64;Homme;>= 60 ans;Retraite;Non;Maison;7;83160;0,967152;8;0;0.2;0.96
AG2093;56516;64;Homme;>= 60 ans;Retraite;Non;Maison;7;83160;0,967152;8;0;0.2;0.96
AG2126;57819;77;Homme;>= 60 ans;Retraite;Non;Maison;9;40600;1,010861;8;0;0.2;0.96
AG2156;59213;66;Homme;>= 60 ans;Retraite;Non;Maison;5;62162;0,977134;8;0;0.2;0.96
AG2157;59213;66;Homme;>= 60 ans;Retraite;Non;Maison;5;62162;0,977134;8;0;0.2;0.96
AG2210;61480;68;Homme;>= 60 ans;Retraite;Non;Maison;5;29280;0,988619;8;0;0.2;0.96
AG148;3620;70;Homme;>= 60 ans;Retraite;Oui;Appartement;5;6600;0,967152;8;2;0.35;0.82
AG1932;51425;72;Homme;>= 60 ans;Retraite;Oui;Appartement;3;67190;0,939013;8;0;0.35;0.82
AG2179;60123;65;Homme;>= 60 ans;Retraite;Oui;Appartement;5;20233;1,13862;8;0;0.35;0.82
AG178;4110;69;Homme;>= 60 ans;Retraite;Oui;Maison;7;66690;0,988911;8;2;0.2;0.96
AG235;5398;65;Homme;>= 60 ans;Retraite;Oui;Maison;5;56190;1,010861;8;2;0.2;0.96
AG777;19736;65;Homme;>= 60 ans;Retraite;Oui;Maison;6;69700;1,12506;8;0;0.2;0.96
AG1687;42848;69;Homme;>= 60 ans;Retraite;Oui;Maison;7;33140;0,988619;8;0;0.2;0.96
AG1774;45410;64;Homme;>= 60 ans;Retraite;Oui;Maison;6;13880;0,967152;8;0;0.2;0.96
AG1846;48891;66;Homme;>= 60 ans;Retraite;Oui;Maison;5;44230;0,988619;8;0;0.2;0.96
AG1904;50078;68;Homme;>= 60 ans;Retraite;Oui;Maison;4;33220;0,971423;8;0;0.2;0.96
AG2033;54564;62;Homme;>= 60 ans;Retraite;Oui;Maison;9;53100;1,010861;8;0;0.2;0.96
AG2113;57246;69;Homme;>= 60 ans;Retraite;Oui;Maison;8;89120;1,12506;8;0;0.2;0.96
AG2127;57819;77;Homme;>= 60 ans;Retraite;Oui;Maison;9;40600;1,010861;8;0;0.2;0.96
AG2190;60590;68;Homme;>= 60 ans;Retraite;Oui;Maison;6;2370;0,977134;8;0;0.2;0.96
AG2195;60747;74;Homme;>= 60 ans;Retraite;Oui;Maison;7;57420;1,12506;8;0;0.2;0.96
AG1145;28035;38;Homme;30-44 ans;Agriculteur, exploitant;Oui;Appartement;7;20218;1,120234;1;0;0.5;0.5
AG699;17392;43;Homme;30-44 ans;Autre inactif;Non;Maison;1;76790;1,420096;9;0;0.68;0.84
AG1906;50110;35;Homme;30-44 ans;Autre inactif;Non;Maison;1;75001;1,348956;9;0;0.68;0.84
AG126;3011;43;Homme;30-44 ans;Autre inactif;Oui;Appartement;5;20600;1,199545;9;2;0.5;0.5
