AGENT;ID;Sexe;Age;Activite;Revenu;CALCAGE;CP;TLUDA9;TLUDA5;TLCC9;TLCC5;RS3;CSP;C1;C2;C4;C3;O_C3;NRJ;QP1;QP2;QP3_A1;QP3_A2;QP3_A3;QP4;QP5_A1;QP5_A2;QP5_A3;QP5_A4;QP5_A5;QP5_A6;QP6_A1;QP6_A2;QP6_A3;QP6_A4;QP6_A5;QP6_A6;QP6_A7;QP7_M1;O_QP7_M1;QP7_M2;O_QP7_M2;QP7_M3;O_QP7_M3;QF1;QF2;QF3;QF4;QF5;QF6;QR1_A1;QR1_A2;QR1_A3;QR1_A4;QR1_A5;QR1_A6;QR1_A7;QR1_A8;QR1_A9;QR1_A10;QR1_A11;QR2;Q_F1;Q_F2;Q_F3;Q_F4;Q_F5;Q_F6;Q_F7;Q_F8;Q_F9_M1;O_Q_F9_M1;Q_F9_M2;O_Q_F9_M2;Q_F9_M3;O_Q_F9_M3;Q_F10;QE1;QE2;QE3;QE4;QE5;QE6_M1;O_QE6_M1;QE6_M2;O_QE6_M2;QE6_M3;O_QE6_M3;QE6_M4;O_QE6_M4;QE6_M5;O_QE6_M5;QE6_M6;O_QE6_M6;QE6_M7;O_QE6_M7;QE6_M8;O_QE6_M8;QE6_M9;O_QE6_M9;QE6_M10;O_QE6_M10;QE6_M11;O_QE6_M11;QE7;QE8;QA1;QA2;QA3;QA4;QA5;QC4;QC5;QC6;QC7;QC8;QC9;QC10;QC11;QC12;QC13_M1;QC13_M2;QC13_M3;QC13_M4;QC13_M5;QC13_M6;QC13_M7;QC13_M8;QC13_M9;QC13_M10;QC13_M11;QC13_M12;QC13_M13;QC14;QC15;QC16;S9;S10;QC17;S4;QC18_M1;QC18_M2;QC18_M3;QC18_M4;QC18_M5;POIDS
AG1057;25697;2;3;8;2;47;72000;3;2;8;4;2;3;NA;2;1;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;4;4;2;2;4;2;2;4;;NA;;NA;;5;NA;2;2;2;1;2;2;2;3;3;2;2;2;2;2;2;2;4;4;1;4;NA;NA;3;NA;1;;6;;4;;3;NA;2;3;NA;NA;NA;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;1;1;1;4;3;1;3;3;6;4;2;2;2;2;6;3;8;5;13;1;NA;NA;NA;NA;NA;NA;NA;2;NA;2;1;NA;4;4;97;NA;NA;NA;NA;1,15557
AG1058;25719;2;3;5;5;48;38240;8;5;8;4;1;2;1;NA;1;2;;2;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;;3;;NA;;3;NA;1;1;4;3;2;2;2;2;1;2;1;1;1;2;1;1;1;2;2;2;2;3;2;40;NA;;NA;;NA;;1;NA;1;3;1;NA;NA;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;1;2;2;2;2;2;3;3;7;2;1;2;2;1;6;8;5;1;3;13;7;2;NA;NA;NA;NA;NA;2;NA;1;2;2;1;9;1;4;5;NA;NA;0,844748
AG1059;25748;2;2;5;6;37;50510;2;2;1;1;2;2;1;;1;1;;1;2;2;4;2;4;2;2;99;2;2;99;99;4;;1;1;;;1;4;;2;;5;;5;99;1;2;99;6;1;1;3;1;2;1;1;1;2;1;1;1;3;4;1;3;;;4;;7;;2;;3;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;2;;1;4;4;1;5;5;2;4;99;4;1;1;10;2;5;1;13;6;7;3;8;;;;;1;1;1;5;4;4;6;1;4;;;;1,050444
AG1060;25772;1;4;7;8;75;30000;9;5;7;4;3;3;;;2;1;;1;2;2;2;4;2;1;99;99;1;1;2;99;;;3;4;4;;2;5;;98;se geler;;;5;1;2;99;99;7;3;3;4;2;2;2;1;1;4;1;2;2;3;2;2;3;;;3;;7;;2;;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3;2;3;4;1;7;6;6;2;99;1;1;1;8;10;1;13;2;5;7;9;3;6;;;;2;;1;2;1;3;11;97;;;;;0,967152
AG1061;25798;1;1;5;8;22;33530;7;4;8;4;2;2;1;;1;1;;1;2;1;2;1;1;1;2;2;99;99;2;2;1;3;;;1;2;2;2;;5;;;;2;1;2;1;5;9;2;1;2;1;3;1;1;2;4;3;2;1;3;2;3;3;;;2;50;;;;;;;1;1;;2;;1;8;;4;;;;;;;;;;;;;;;;;;;;4;3;2;;4;3;1;2;7;4;5;3;1;1;1;2;12;2;13;8;5;11;6;10;1;9;3;;;2;;1;3;3;4;7;3;2;4;1;5;0,98296
AG1062;25806;1;2;4;5;42;78200;1;1;9;5;1;1;1;;1;1;;1;2;2;3;2;2;2;99;99;1;2;99;2;;;2;2;;2;2;5;;2;;3;;3;1;1;1;2;1;2;2;2;2;2;2;2;2;2;3;2;2;1;3;2;2;2;1;2;90;;;;;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;1;2;3;2;1;2;3;5;2;1;1;1;1;8;6;3;13;10;7;1;;;;;;;2;;2;2;1;2;9;3;2;;;;1,051443
AG1063;25816;2;3;7;5;55;57920;5;3;1;1;1;3;;;1;1;;1;2;2;2;3;3;1;3;3;1;1;99;1;3;1;2;1;;2;1;2;;3;;5;;5;99;1;2;3;5;1;2;1;3;3;2;1;3;3;2;1;2;3;3;2;3;;;3;;9;;7;;10;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;1;1;3;4;1;5;5;3;4;99;98;1;2;9;8;6;1;5;10;3;13;;;;;;2;;1;2;1;4;7;1;5;4;;;1,315053
AG1064;25818;1;4;7;5;74;67300;5;3;8;4;1;3;NA;NA;2;98;ElectricitÈ de Strasbourg ES;2;2;2;3;2;2;1;3;99;1;2;99;99;3;NA;2;2;NA;NA;2;4;;2;;3;;5;NA;1;2;5;7;1;2;3;3;2;2;2;2;1;1;2;1;3;2;2;3;NA;NA;3;NA;1;;3;;5;;3;NA;2;3;NA;NA;NA;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;1;4;1;3;3;2;3;3;2;6;99;1;1;1;8;10;7;5;1;13;3;6;NA;NA;NA;NA;NA;2;NA;2;2;1;3;4;97;NA;NA;NA;NA;0,955635
AG1065;25856;2;2;5;4;34;12250;7;4;1;1;2;2;2;NA;2;3;;2;2;99;4;2;2;2;3;99;1;1;1;99;3;NA;4;3;3;NA;2;1;;5;;2;;2;NA;2;1;99;3;2;2;3;2;2;1;3;1;4;2;1;3;4;4;2;3;NA;NA;3;NA;4;;NA;;NA;;3;NA;1;1;2;1;1;;4;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;99;4;1;2;1;3;1;2;4;3;1;1;99;5;1;1;1;2;6;10;8;7;3;13;NA;NA;NA;NA;NA;2;NA;2;3;2;1;9;97;NA;NA;NA;NA;1,050444
AG1066;25945;2;4;7;3;66;77176;1;1;9;5;1;3;;;1;1;;1;2;2;3;3;3;2;99;99;3;1;1;99;;;3;2;2;;3;5;;2;;;;5;1;2;99;2;2;2;1;3;3;3;2;1;3;3;1;1;2;3;3;2;3;;;3;;8;;1;;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;2;1;4;4;2;4;4;4;6;99;3;3;1;7;13;2;5;1;3;8;;;;;;;2;;1;1;;4;5;97;;;;;1,01043
AG1067;25945;2;4;7;3;66;77176;1;1;9;5;1;3;;;1;1;;1;2;2;3;3;3;2;99;99;3;1;1;99;;;3;2;2;;3;5;;2;;;;5;1;2;99;2;2;2;1;3;3;3;2;1;3;3;1;1;2;3;3;2;3;;;3;;8;;1;;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;2;1;4;4;2;4;4;4;6;99;3;3;1;7;13;2;5;1;3;8;;;;;;;2;;1;1;;4;5;97;;;;;1,01043
AG1068;26048;2;3;8;3;47;68920;5;3;6;3;1;3;;2;1;1;;1;2;2;4;4;2;1;3;3;3;3;3;3;4;4;1;4;4;1;1;5;;2;;;;5;1;2;2;2;3;1;1;1;1;1;1;1;1;1;1;1;4;2;2;2;4;;;3;;9;;7;;4;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3;1;4;4;2;4;5;3;5;3;2;2;1;1;8;3;9;6;13;;;;;;;;1;1;1;4;2;4;4;4;;;;;1,097587
AG1069;26057;2;2;8;7;41;38440;8;5;1;1;1;3;;2;2;1;;1;2;2;4;4;2;1;1;99;3;1;99;99;1;;2;2;;;1;2;;5;;3;;5;1;2;2;3;9;1;1;4;4;4;4;1;4;4;2;2;1;2;3;1;3;;;4;;8;;7;;4;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;1;1;4;4;1;7;6;5;5;99;4;4;3;8;2;1;5;13;12;10;6;9;3;;;;2;;1;5;4;4;10;2;1;;;;1,342667
AG1070;26057;2;2;8;7;41;38440;8;5;1;1;1;3;;2;2;1;;1;2;2;4;4;2;1;1;99;3;1;99;99;1;;2;2;;;1;2;;5;;3;;5;1;2;2;3;9;1;1;4;4;4;4;1;4;4;2;2;1;2;3;1;3;;;4;;8;;7;;4;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;1;1;4;4;1;7;6;5;5;99;4;4;3;8;2;1;5;13;12;10;6;9;3;;;;2;;1;5;4;4;10;2;1;;;;1,342667
AG1071;26097;2;2;8;3;34;8200;6;3;5;3;1;3;;2;1;1;;1;1;1;1;1;1;1;3;99;3;99;99;2;3;;2;;;2;2;5;;2;;;;4;2;99;2;99;4;2;2;2;2;2;1;2;2;2;2;1;2;3;2;2;2;1;1;2;50;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;4;1;3;3;2;4;4;5;3;99;2;2;1;8;5;13;6;1;;;;;;;;;2;;2;5;4;4;5;97;;;;;1,120634
AG1072;26255;1;4;7;5;62;62440;4;3;8;4;1;3;NA;NA;3;3;;2;1;2;3;1;1;2;99;99;3;3;99;2;NA;NA;1;3;NA;1;1;2;;4;;5;;5;NA;1;99;2;4;2;2;2;2;2;1;1;1;2;1;1;2;4;3;2;3;NA;NA;3;NA;4;;1;;5;;3;NA;1;3;1;NA;NA;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;1;1;1;3;4;1;7;6;2;4;99;2;1;1;13;3;2;10;8;5;1;6;7;NA;NA;NA;NA;2;NA;1;6;5;4;7;4;1;2;NA;NA;0,955635
AG1073;26290;2;4;7;7;68;15220;8;5;1;1;1;3;;;2;1;;1;2;2;4;3;2;2;99;99;1;3;99;99;;;2;2;;;1;2;;4;;;;5;1;1;2;4;4;3;2;4;4;4;3;2;4;4;2;4;4;2;1;2;3;;;3;;9;;8;;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;2;1;4;4;1;3;3;3;4;99;6;98;1;13;5;6;2;7;3;1;8;;;;;;2;;1;2;1;4;2;97;;;;;1,063717
AG1074;26301;2;4;5;6;62;6530;9;5;2;2;3;2;2;;2;1;;1;2;2;3;2;2;3;3;99;3;1;99;99;2;;2;2;;;2;2;;3;;5;;5;2;2;2;3;3;2;2;2;2;2;2;2;2;3;2;2;2;2;3;2;3;;;4;;4;;10;;7;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;2;2;3;3;1;3;2;2;3;99;6;1;1;10;8;3;1;7;2;13;6;;;;;;2;;1;2;1;4;3;2;1;;;;0,707091
AG1075;26301;2;4;5;6;62;6530;9;5;2;2;3;2;2;;2;1;;1;2;2;3;2;2;3;3;99;3;1;99;99;2;;2;2;;;2;2;;3;;5;;5;2;2;2;3;3;2;2;2;2;2;2;2;2;3;2;2;2;2;3;2;3;;;4;;4;;10;;7;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;2;2;3;3;1;3;2;2;3;99;6;1;1;10;8;3;1;7;2;13;6;;;;;;2;;1;2;1;4;3;2;1;;;;0,707091
AG1076;26327;2;3;4;7;50;38460;8;5;1;1;1;1;1;NA;2;3;;2;1;2;3;2;1;1;3;99;1;1;99;99;3;NA;1;1;NA;NA;2;3;;5;;4;;3;NA;1;2;5;9;1;1;3;3;3;1;1;3;3;1;1;4;1;2;3;3;NA;NA;3;NA;4;;5;;6;;2;NA;1;3;1;NA;NA;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;1;4;1;4;4;1;7;5;6;1;1;4;1;1;7;11;1;9;2;8;3;6;13;5;10;NA;NA;2;NA;1;4;2;3;8;1;4;5;2;3;1,025017
AG1077;26358;2;2;3;7;32;78600;1;1;9;5;1;1;1;;2;1;;1;2;2;2;3;3;2;3;3;1;1;99;2;3;3;2;3;;3;3;5;;2;;3;;4;1;1;2;2;5;1;1;3;3;3;2;2;3;3;2;2;2;3;2;2;3;;;3;;7;;8;;4;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3;1;2;4;1;4;4;4;2;2;2;2;1;8;13;7;3;1;2;6;5;;;;;;2;;1;2;1;4;10;5;;;;;0,994114
AG1078;26407;1;2;3;7;42;44850;3;2;1;1;2;1;1;;2;1;;1;2;2;2;2;2;2;2;2;2;2;99;99;4;4;3;4;;;2;1;;4;;;;1;1;1;99;3;7;3;2;3;4;3;1;3;2;3;3;2;3;4;2;2;3;;;2;55;;;;;;;2;1;;2;;1;5;;;;;;;;;;;;;;;;;;;;;;99;2;1;1;2;2;4;1;6;6;6;4;99;4;1;1;7;5;10;3;8;6;13;2;1;;;;;2;;1;4;3;4;7;97;;;;;1,145098
AG1079;26414;2;2;5;9;37;14270;2;2;3;2;1;2;1;;2;1;;1;2;99;4;3;3;2;3;99;3;1;99;99;3;;3;2;;;1;5;;3;;2;;5;99;1;99;99;8;1;2;3;3;2;2;3;3;2;2;2;2;3;2;2;3;;;4;;8;;;;;;3;1;;3;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;;1;4;2;1;4;4;3;1;99;1;1;3;8;5;3;13;1;6;2;10;;;;;;2;;2;4;3;2;7;2;;;;;0,88189
AG1080;26514;2;2;4;4;35;77183;1;1;9;5;1;1;1;NA;1;2;;2;1;2;3;1;2;1;3;99;1;1;1;99;1;NA;1;1;1;NA;1;2;;5;;3;;3;NA;1;99;99;4;2;4;3;2;2;1;1;2;3;3;1;4;4;1;3;2;3;99;2;60;NA;;NA;;NA;;2;NA;1;3;99;NA;NA;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;4;1;4;4;2;2;1;5;3;99;1;1;1;2;3;1;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;2;1;NA;1;7;3;1;5;2;4;0,994114
AG1081;26518;2;2;8;2;40;10100;6;3;4;2;1;3;;2;1;1;;1;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;;5;;1;;5;1;2;1;5;3;2;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;2;4;;3;;5;;10;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;1;1;4;4;2;3;4;3;6;99;3;3;2;13;3;8;2;6;1;;;;;;;;2;;2;6;4;1;4;97;;;;;1,16613
AG1082;26518;2;2;8;2;40;10100;6;3;4;2;1;3;;2;1;1;;1;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;;5;;1;;5;1;2;1;5;3;2;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;2;4;;3;;5;;10;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;1;1;4;4;2;3;4;3;6;99;3;3;2;13;3;8;2;6;1;;;;;;;;2;;2;6;4;1;4;97;;;;;1,16613
AG1083;26548;2;3;5;6;47;69780;8;5;8;4;1;2;1;;2;1;;1;2;1;2;2;2;1;99;99;2;2;99;99;;;2;2;;;1;5;;3;;4;;5;1;1;2;99;5;2;2;1;2;1;1;2;1;2;2;2;2;3;2;2;3;;;3;;5;;1;;6;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;4;1;4;3;1;5;5;5;5;99;1;1;2;3;10;8;12;1;13;5;6;;;;;;2;;1;5;4;4;6;97;;;;;0,844748
AG1084;26574;2;2;2;4;33;59500;4;3;8;4;1;1;1;;1;1;;1;2;2;2;2;2;3;3;1;2;3;2;2;2;4;2;3;2;2;3;3;;2;;;;2;2;2;1;3;3;2;3;3;3;1;2;2;1;2;3;1;3;1;1;2;3;;;2;23;;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;2;2;2;2;3;4;5;3;99;1;1;2;3;8;5;13;6;;;;;;;;;2;;2;3;2;2;8;4;;;;;0,88894
AG1085;26597;2;3;5;6;45;29610;3;2;3;2;2;2;1;;2;1;;1;2;2;3;2;2;2;99;99;2;1;99;99;;;3;2;;;3;5;;4;;2;;5;99;1;99;99;5;2;2;3;3;3;2;2;2;3;2;2;3;4;2;2;3;;;3;;8;;7;;5;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;5;1;3;3;1;5;4;5;4;99;98;1;2;1;3;13;10;2;6;5;8;;;;;;2;;1;4;3;3;7;1;4;3;;;0,893566
AG1086;26614;1;4;7;6;68;13008;9;5;8;4;3;3;NA;NA;2;3;;2;2;1;2;2;2;2;3;99;3;1;2;2;2;NA;2;2;2;1;1;2;;NA;;NA;;3;NA;99;99;99;3;2;2;2;2;2;2;2;2;2;2;2;2;4;3;2;2;2;2;2;5;NA;;NA;;NA;;2;NA;1;1;1;1;1;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;2;1;2;4;2;3;4;4;1;99;2;2;1;13;1;3;8;2;6;5;7;NA;NA;NA;NA;NA;2;NA;2;3;2;3;4;97;NA;NA;NA;NA;0,967152
AG1087;26615;1;2;4;5;39;13015;9;5;8;4;3;1;1;;2;1;;1;2;2;4;1;1;1;3;99;1;1;1;1;1;;1;1;1;1;1;5;;2;;;;5;2;2;99;3;3;1;3;3;3;3;1;1;3;2;1;1;1;3;3;1;3;;;4;;2;;8;;7;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;1;1;3;3;2;4;5;4;4;99;1;1;1;10;7;6;1;13;3;;;;;;;;2;;1;5;3;4;8;97;;;;;0,951535
AG1088;26661;2;1;3;8;24;2200;6;3;5;3;1;1;1;;2;1;;1;2;2;2;1;1;2;3;3;1;3;99;3;4;2;4;2;;1;2;2;;3;;5;;1;2;2;1;2;2;2;1;4;4;2;1;1;2;4;1;1;1;4;3;2;4;;;3;;3;;4;;1;;3;1;;1;;2;5;;;;;;;;;;;;;;;;;;;;;;2;4;1;1;1;3;4;1;3;4;6;1;2;2;2;1;8;3;2;13;6;1;7;;;;;;;2;;2;2;1;4;10;97;;;;;0,909807
AG1089;26661;2;1;3;8;24;2200;6;3;5;3;1;1;1;;2;1;;1;2;2;2;1;1;2;3;3;1;3;99;3;4;2;4;2;;1;2;2;;3;;5;;1;2;2;1;2;2;2;1;4;4;2;1;1;2;4;1;1;1;4;3;2;4;;;3;;3;;4;;1;;3;1;;1;;2;5;;;;;;;;;;;;;;;;;;;;;;2;4;1;1;1;3;4;1;3;4;6;1;2;2;2;1;8;3;2;13;6;1;7;;;;;;;2;;2;2;1;4;10;97;;;;;0,909807
AG1090;26662;2;2;5;5;41;70800;5;3;1;1;1;2;1;;3;1;;1;1;2;3;2;2;2;3;3;1;1;99;99;3;3;1;1;;;1;4;;3;;2;;4;99;1;2;3;4;2;3;3;2;2;1;1;2;3;2;1;3;4;1;3;3;;;3;;98;Flemme;;;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3;1;3;2;1;5;4;5;3;99;6;1;1;13;1;7;10;6;8;2;3;;;;;;2;;1;4;3;4;7;97;;;;;1,015397
AG1091;26662;2;2;5;5;41;70800;5;3;1;1;1;2;1;;3;1;;1;1;2;3;2;2;2;3;3;1;1;99;99;3;3;1;1;;;1;4;;3;;2;;4;99;1;2;3;4;2;3;3;2;2;1;1;2;3;2;1;3;4;1;3;3;;;3;;98;Flemme;;;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3;1;3;2;1;5;4;5;3;99;6;1;1;13;1;7;10;6;8;2;3;;;;;;2;;1;4;3;4;7;97;;;;;1,015397
AG1092;26671;1;4;7;5;64;1240;8;5;1;1;1;3;NA;NA;1;3;;2;2;2;2;4;4;2;3;99;1;3;1;99;4;NA;2;3;2;NA;2;4;;3;;NA;;3;NA;1;2;3;2;3;2;4;4;4;2;2;4;4;4;2;3;4;2;3;2;3;2;3;NA;4;;6;;NA;;3;NA;1;3;2;NA;NA;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;1;3;1;4;4;1;3;3;4;3;99;6;1;1;8;3;13;5;6;7;10;9;1;NA;NA;NA;NA;2;NA;1;1;NA;4;7;1;2;NA;NA;NA;1,12506
AG1093;26702;2;3;8;5;51;80080;6;3;7;4;1;3;;2;1;1;;1;1;2;2;4;4;2;3;99;1;99;99;3;4;;4;;;1;1;2;;3;;5;;5;1;2;1;99;3;1;1;1;1;1;1;1;1;1;1;1;1;3;3;1;4;;;4;;1;;8;;7;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;7;1;4;4;1;4;4;2;6;99;2;2;3;1;10;5;6;13;8;3;;;;;;;2;;2;3;1;4;4;97;;;;;1,117016
AG1094;26745;2;4;7;8;66;64600;7;4;8;4;2;3;;;2;1;;1;2;2;4;3;3;2;3;3;1;1;99;3;3;3;3;4;;1;1;2;;5;;3;;5;99;2;2;99;6;2;2;3;3;3;2;1;4;4;2;3;2;3;1;1;3;;;4;;2;;8;;1;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3;1;4;4;1;6;5;3;4;99;2;2;3;13;8;1;5;3;2;6;;;;;;;2;;2;2;1;3;7;97;;;;;0,934715
AG1095;26745;2;4;7;8;66;64600;7;4;8;4;2;3;;;2;1;;1;2;2;4;3;3;2;3;3;1;1;99;3;3;3;3;4;;1;1;2;;5;;3;;5;99;2;2;99;6;2;2;3;3;3;2;1;4;4;2;3;2;3;1;1;3;;;4;;2;;8;;1;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3;1;4;4;1;6;5;3;4;99;2;2;3;13;8;1;5;3;2;6;;;;;;;2;;2;2;1;3;7;97;;;;;0,934715
AG1096;26745;2;4;7;8;66;64600;7;4;8;4;2;3;;;2;1;;1;2;2;4;3;3;2;3;3;1;1;99;3;3;3;3;4;;1;1;2;;5;;3;;5;99;2;2;99;6;2;2;3;3;3;2;1;4;4;2;3;2;3;1;1;3;;;4;;2;;8;;1;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3;1;4;4;1;6;5;3;4;99;2;2;3;13;8;1;5;3;2;6;;;;;;;2;;2;2;1;3;7;97;;;;;0,934715
AG1097;26847;1;4;8;7;74;83250;9;5;4;2;3;3;NA;2;1;3;;2;1;1;2;1;1;1;99;99;3;1;1;99;NA;NA;1;3;1;NA;1;3;;1;;2;;2;NA;1;2;2;6;2;3;3;4;4;1;2;4;4;1;3;4;4;2;4;3;NA;NA;3;NA;4;;6;;3;;3;NA;1;1;2;2;5;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;99;3;1;3;1;4;4;1;5;5;4;6;2;4;98;1;3;6;13;7;8;9;5;1;2;12;NA;NA;NA;2;NA;1;2;1;3;8;2;1;NA;NA;NA;0,988911
AG1098;26872;1;3;3;1;47;79000;3;2;6;3;2;1;1;;2;1;;1;2;2;3;2;2;2;99;99;1;99;99;99;;;3;;;;3;4;;;;;;5;1;1;2;4;3;2;3;4;4;4;1;1;2;3;1;2;3;3;3;2;3;;;3;;10;;7;;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;4;1;4;4;1;7;5;6;4;1;4;1;1;5;2;13;7;12;3;10;1;8;6;;;;2;;1;2;1;4;10;4;3;;;;0,936081
AG1099;27008;1;4;7;6;73;54280;5;3;8;4;1;3;NA;NA;2;2;;2;1;1;2;2;1;2;99;2;1;3;99;99;NA;3;1;3;NA;NA;1;3;;2;;1;;2;NA;2;2;4;4;1;2;3;3;3;1;1;2;3;2;2;2;4;2;2;4;NA;NA;3;NA;4;;3;;6;;2;NA;1;1;2;2;4;;10;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;1;3;1;4;4;1;5;6;4;6;2;4;4;1;2;8;7;3;6;4;13;1;NA;NA;NA;NA;NA;2;NA;1;2;1;4;10;97;NA;NA;NA;NA;0,955635
AG1100;27028;2;3;2;5;47;75010;1;1;9;5;1;1;1;NA;1;4;;2;1;2;3;4;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;4;;2;;3;NA;1;99;99;5;2;1;2;2;1;1;1;2;2;2;1;4;4;2;4;1;1;2;1;90;NA;;NA;;NA;;1;NA;2;3;NA;NA;NA;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;1;3;1;4;4;2;2;2;3;2;99;1;3;2;8;6;5;3;13;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;2;2;1;2;4;5;4;1;2;3;0,973669
AG1101;27055;1;2;5;5;37;81990;7;4;6;3;2;2;1;;1;1;;1;2;2;2;3;3;2;3;99;1;1;99;99;2;;2;2;;;2;4;;3;;5;;1;1;1;2;3;3;2;1;2;2;1;3;2;2;2;2;2;3;1;1;4;2;2;2;2;99;;;;;;;2;1;;2;;1;10;;;;;;;;;;;;;;;;;;;;;;97;2;1;1;1;4;4;1;4;5;7;3;99;1;1;1;13;9;7;1;3;5;8;2;4;6;;;;2;;1;3;2;3;5;2;;;;;0,927296
AG1102;27122;1;1;5;3;26;63360;8;5;8;4;1;2;1;;2;1;;1;2;2;2;4;3;2;3;99;1;1;2;99;3;;2;2;3;;2;5;;2;;;;2;1;2;2;2;3;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;3;;;3;;9;;7;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3;2;2;4;2;2;1;5;1;2;1;1;1;13;3;1;10;;;;;;;;;;2;;1;1;;3;8;2;5;;;;0,950165
AG1103;27177;2;3;5;3;47;11210;9;5;3;2;3;2;1;NA;2;2;;2;1;99;4;2;2;1;99;99;2;2;2;99;NA;NA;2;2;2;NA;2;4;;1;;2;;1;NA;1;2;2;3;4;4;4;3;2;2;2;4;4;2;2;3;2;2;2;3;NA;NA;2;50;NA;;NA;;NA;;2;NA;1;1;1;3;5;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;99;1;1;1;1;4;2;2;2;2;4;1;2;98;98;1;13;1;10;9;6;3;8;NA;NA;NA;NA;NA;NA;2;NA;1;2;1;4;4;1;2;4;NA;NA;0,874163
